sep=;
country_or_region;year;variable;share_of_generation_pct
Zambia;2006;Other Fossil;0.83
Zambia;2007;Other Fossil;0.63
Zambia;2008;Other Fossil;0.42
Zambia;2009;Other Fossil;0.51
Zambia;2010;Other Fossil;0.48
Zambia;2011;Other Fossil;0.44
Zambia;2012;Other Fossil;0.41
Zambia;2013;Other Fossil;0.38
Zambia;2014;Other Fossil;2.37
Zambia;2015;Other Fossil;2.17
Zambia;2016;Other Fossil;1.55
Zambia;2017;Other Fossil;4.61
Zambia;2018;Other Fossil;5.13
Zambia;2019;Other Fossil;4.68
Zambia;2020;Other Fossil;4.57
Zimbabwe;2000;Other Fossil;0
Zimbabwe;2001;Other Fossil;0
Zimbabwe;2002;Other Fossil;0
Zimbabwe;2003;Other Fossil;0
Zimbabwe;2004;Other Fossil;0
Zimbabwe;2005;Other Fossil;0
Zimbabwe;2006;Other Fossil;0
Zimbabwe;2007;Other Fossil;0
Zimbabwe;2008;Other Fossil;0
Zimbabwe;2009;Other Fossil;0
Zimbabwe;2010;Other Fossil;0
Zimbabwe;2011;Other Fossil;0.45
Zimbabwe;2012;Other Fossil;0.34
Zimbabwe;2013;Other Fossil;0.43
Zimbabwe;2014;Other Fossil;0.41
Zimbabwe;2015;Other Fossil;0.43
Zimbabwe;2016;Other Fossil;0.59
Zimbabwe;2017;Other Fossil;0.41
Zimbabwe;2018;Other Fossil;0.44
Zimbabwe;2019;Other Fossil;0.35
Zimbabwe;2020;Other Fossil;0.36
