sep=;
country_or_region;year;variable;share_of_generation_pct
Syrian Arab Republic (the);2019;Nuclear;0
Syrian Arab Republic (the);2020;Nuclear;0
Taiwan (Province of China);2000;Nuclear;21.46
Taiwan (Province of China);2001;Nuclear;19.31
Taiwan (Province of China);2002;Nuclear;20.29
Taiwan (Province of China);2003;Nuclear;18.99
Taiwan (Province of China);2004;Nuclear;18.81
Taiwan (Province of China);2005;Nuclear;18.19
Taiwan (Province of China);2006;Nuclear;17.52
Taiwan (Province of China);2007;Nuclear;17.25
Taiwan (Province of China);2008;Nuclear;17.69
Taiwan (Province of China);2009;Nuclear;18.63
Taiwan (Province of China);2010;Nuclear;17.3
Taiwan (Province of China);2011;Nuclear;17.13
Taiwan (Province of China);2012;Nuclear;16.55
Taiwan (Province of China);2013;Nuclear;16.94
Taiwan (Province of China);2014;Nuclear;16.74
Taiwan (Province of China);2015;Nuclear;14.52
Taiwan (Province of China);2016;Nuclear;12.35
Taiwan (Province of China);2017;Nuclear;8.55
Taiwan (Province of China);2018;Nuclear;10.36
Taiwan (Province of China);2019;Nuclear;11.55
Taiwan (Province of China);2020;Nuclear;11.22
Taiwan (Province of China);2021;Nuclear;9.61
Tajikistan;2000;Nuclear;0
Tajikistan;2001;Nuclear;0
Tajikistan;2002;Nuclear;0
Tajikistan;2003;Nuclear;0
Tajikistan;2004;Nuclear;0
Tajikistan;2005;Nuclear;0
Tajikistan;2006;Nuclear;0
Tajikistan;2007;Nuclear;0
Tajikistan;2008;Nuclear;0
Tajikistan;2009;Nuclear;0
Tajikistan;2010;Nuclear;0
Tajikistan;2011;Nuclear;0
Tajikistan;2012;Nuclear;0
Tajikistan;2013;Nuclear;0
Tajikistan;2014;Nuclear;0
Tajikistan;2015;Nuclear;0
Tajikistan;2016;Nuclear;0
Tajikistan;2017;Nuclear;0
Tajikistan;2018;Nuclear;0
Tajikistan;2019;Nuclear;0
Tajikistan;2020;Nuclear;0
Tajikistan;2021;Nuclear;0
Thailand;2000;Nuclear;0
Thailand;2001;Nuclear;0
Thailand;2002;Nuclear;0
Thailand;2003;Nuclear;0
Thailand;2004;Nuclear;0
Thailand;2005;Nuclear;0
Thailand;2006;Nuclear;0
Thailand;2007;Nuclear;0
Thailand;2008;Nuclear;0
Thailand;2009;Nuclear;0
Thailand;2010;Nuclear;0
Thailand;2011;Nuclear;0
Thailand;2012;Nuclear;0
Thailand;2013;Nuclear;0
Thailand;2014;Nuclear;0
Thailand;2015;Nuclear;0
Thailand;2016;Nuclear;0
Thailand;2017;Nuclear;0
Thailand;2018;Nuclear;0
Thailand;2019;Nuclear;0
Thailand;2020;Nuclear;0
Thailand;2021;Nuclear;0
Togo;2000;Nuclear;0
Togo;2001;Nuclear;0
Togo;2002;Nuclear;0
Togo;2003;Nuclear;0
Togo;2004;Nuclear;0
Togo;2005;Nuclear;0
Togo;2006;Nuclear;0
Togo;2007;Nuclear;0
Togo;2008;Nuclear;0
Togo;2009;Nuclear;0
Togo;2010;Nuclear;0
Togo;2011;Nuclear;0
Togo;2012;Nuclear;0
Togo;2013;Nuclear;0
Togo;2014;Nuclear;0
Togo;2015;Nuclear;0
Togo;2016;Nuclear;0
Togo;2017;Nuclear;0
Togo;2018;Nuclear;0
Togo;2019;Nuclear;0
Togo;2020;Nuclear;0
Tonga;2000;Nuclear;0
Tonga;2001;Nuclear;0
Tonga;2002;Nuclear;0
Tonga;2003;Nuclear;0
Tonga;2004;Nuclear;0
Tonga;2005;Nuclear;0
Tonga;2006;Nuclear;0
Tonga;2007;Nuclear;0
Tonga;2008;Nuclear;0
Tonga;2009;Nuclear;0
Tonga;2010;Nuclear;0
Tonga;2011;Nuclear;0
Tonga;2012;Nuclear;0
Tonga;2013;Nuclear;0
Tonga;2014;Nuclear;0
Tonga;2015;Nuclear;0
Tonga;2016;Nuclear;0
Tonga;2017;Nuclear;0
Tonga;2018;Nuclear;0
Tonga;2019;Nuclear;0
Tonga;2020;Nuclear;0
Trinidad and Tobago;2000;Nuclear;0
Trinidad and Tobago;2001;Nuclear;0
Trinidad and Tobago;2002;Nuclear;0
Trinidad and Tobago;2003;Nuclear;0
Trinidad and Tobago;2004;Nuclear;0
Trinidad and Tobago;2005;Nuclear;0
Trinidad and Tobago;2006;Nuclear;0
